,Class,"1,7-Dimethyluric acid",16alpha-hydroxydehydroepiandrosterone 3-sulfate,"3a,7a-Dihydroxycholanoic acid","3beta,7alpha-Dihydroxy-5-cholestenoate",3-Hydroxyvaleric acid,3-Indoxyl sulphate,3-oxopalmitic acid,4-Hydroxybutyric acid (GHB),5a-Dihydrotestosterone sulfate,5-Hydroxy-DL-tryptophan,5-hydroxyisouric acid,Ac-Ala-OH,Aminoadipic acid,Androsterone sulfate,Arachidonic acid,Aspartylglucosamine,Bilirubin,Caproylglycine,Cortisone,D-(+)-Glucose,D(+)-Phenyllactic acid,Deoxycholic Acid,Deoxyguanosine diphosphate (dGDP),dl-3-Indolelactic acid,DL-Lactic Acid,DL-Tryptophan,D-Tyrosine,Glycochenodeoxycholic acid,Glycocholic acid,Gly-His,Hypoxanthin,Isocitric acid,L-(-)-Threonine,L-(+)-Alanine,Linoleamide,L-Phenylalanine,Malondialdehyde,Myristoleic acid,N-2-Acetyl-L-ornithine,N-Phenylacetylglutamine,Oleic Acid,Palmitic Acid,Palmitoleic acid,palmitoleoyl ethanolamide,Pseudouridine,Taurochenodeoxycholic Acid,Taurohyocholic acid,Testosterone sulfate,tyr-thr,Uric Acid,Urocanic acid,β-Estradiol
P84 (F455),CHD,222895.793217206,1425649.37097314,1257461.87896096,202996.692902163,541514.059823502,3508862.28864749,1283897.83081355,17914033.8578187,417612.027895772,137137.739781535,434772.197753267,575868.45133438,252315.93328197,124381.633413369,11042670.8537367,229645.885833491,269253.662825306,198408.582473817,230070.244060989,28597882.1636198,303816.538219366,124931.158952673,145273.811645684,387244.891217847,161559820.87967,20499052.6084828,13914316.7498352,783420.00021303,609812.996735789,222369.019764597,1254290.20232141,87101326.6788507,5994768.83024558,2830511.11902052,1105453.01026383,8705651.2689124,4944876.76676303,8040351.87833692,175922.181735267,1402934.59205435,128022156.378158,112947172.414922,41977768.4180274,400168.483211245,916136.569935579,159334.035251149,326469.665369548,2473682.54793753,84810.3947405913,23500928.8140943,3112881.64230537,40270.7354142802
P85 (F456),CHD,476584.816548726,648198.031518638,606008.649388165,194315.311505054,481856.797376448,1665049.68919714,1164995.9448598,12896283.279647,1232979.7005112,149919.520681255,242595.006218661,408018.331016269,134850.344426842,203867.665527574,3964651.0490019,165467.117386217,78522.4650189959,314362.60052689,219319.568620259,24404567.4911721,337255.29071725,228813.910579086,18111.4781374569,594602.430209319,153675367.784103,20822517.6251363,14844580.033867,568186.830135566,395601.525757197,505041.422888729,1276684.44039225,87266192.4777878,6260146.06956019,4013511.95531987,1394369.89764495,6262280.24658851,4683491.84242807,1850195.29660554,65378.8789087199,605796.191538609,37763923.7700754,72421073.8425073,7865527.59625193,607981.94991173,599886.68920274,213122.988048422,27861.9778108586,8154865.78864654,30704.5635061598,15283797.0756627,1186397.6448264,80489.2812857107
P86 (F457),CHD,571033.215245944,391627.933601735,489331.171587729,105207.849105007,316997.465885563,6779388.37939518,1331481.46080369,5836700.28042319,194663.435290694,325163.64197485,234272.752347065,519818.659540285,205178.015048041,66125.6760582983,5759456.22581173,308584.17248478,78516.0477193701,358475.951540461,139182.192779212,31472767.2277259,235390.095499735,2411071.21170833,204748.41047304,574975.502206974,125215279.720402,24334101.5209603,17081330.1417375,637047.368509232,478160.522403211,669397.976237833,1795682.72907946,83168963.7225119,5282065.28779759,3236580.58764121,1972895.97837627,10487106.5940582,5652118.97852178,1370233.70008893,193273.488077122,1938641.3792723,45599340.9588926,78695206.1065991,10496718.7241018,872708.74213095,840115.158615997,145641.129428954,27929.5584893003,1507710.74846838,85121.7508432192,14415252.9646148,3617533.41077551,31937.6680815921
P87 (F458),CHD,321295.560859661,5560918.37746135,1291293.46800906,1051984.94732669,789973.968951188,9902327.26388759,1242648.73053588,32256198.0190694,1407675.91928951,446815.462685284,844424.708233741,979395.815127685,411642.581450259,388937.486519961,31432757.1953964,444194.727282585,1285901.99045051,1073299.1443588,774795.499737059,45651745.0602803,376608.660402289,62625.9373685595,75652.5733502942,2033080.68153771,176651362.665667,54852072.3977734,27232479.6549576,823413.225558689,1584906.73039603,457753.128605893,1282616.52631075,78918243.413446,10076080.5313999,2712822.95606246,3216687.74242743,16023420.0785217,7432855.20846224,41724268.0273225,46063.7408273382,2815161.83823785,144552843.874553,132209822.839716,277322116.036192,218431.956616234,1984586.7699481,661206.419167862,350617.179393698,8914963.06251566,142265.459173421,41359837.845784,692891.828685671,146372.679917266
P88 (F459),CHD,287794.644239758,2135736.93917858,996361.74304391,437838.258278233,344055.425851666,9266527.29182656,1427188.26420488,11524744.8563434,1483413.07460114,323753.451407368,536649.316381956,685010.186071717,272099.171962606,279564.762877732,10355087.9931381,289711.511898228,397214.069930698,785200.837265502,165447.243566572,31548429.2467764,268030.878285602,1725934.40600682,147129.596516276,938788.133546274,150537362.727438,31923575.3952902,13974166.8621021,791134.301782786,319487.41211173,314656.875127086,1328812.68378088,81883752.4746447,6714718.76076907,2965038.63261561,958178.242052626,7442999.13442391,5505683.27333524,7633200.79383875,105621.998170313,2126446.38354022,92411638.7613942,76031747.3776677,57384673.1190526,226751.060616325,1192173.44944228,236698.78279386,67537.0880635761,6514785.89146526,102695.887928073,31275148.5618806,1453785.5696816,71398.8321663863
P89 (F460),CHD,11484.3247526561,411529.521225034,440849.278395042,165507.208338337,230427.72079214,1493382.2986822,1378883.67654546,7450995.58501809,1221070.58306188,306010.557805367,253803.044931624,425929.362279742,206608.400692914,440332.253908608,8974019.12228959,549874.05441509,291233.624715983,367067.792969056,312762.077921254,28561025.5599244,289587.753318767,130443.193450796,69718.463679016,1123614.07384278,163543310.288916,29932575.5625739,12553794.7657558,2578284.6607102,1425846.84478423,405853.756282328,543887.830284179,80977710.3999872,5951193.74355115,3391809.61622819,1125910.88080216,8390409.49265834,5206359.98380961,1479916.81879518,197033.392227106,853103.348246509,53562139.8911912,63849764.4656318,6894391.91034568,396713.111444983,701131.962517076,589244.421419728,53420.8830891147,3318244.60558812,169073.754592268,15068037.5492448,677163.171663633,46169.1886024865
P90 (F461),CHD,21965.2161570574,473640.122964357,732181.93310361,107126.759588799,253377.392521666,2529566.9113035,1182307.09228726,12185657.6221266,1541340.76043814,96258.700222277,231632.83409027,372343.831632607,101866.788859398,313332.558369791,6153449.86520583,263761.622248628,102352.701536311,431624.841930037,156076.944039585,22427646.8694061,172570.078658648,860549.870830221,177750.134919594,654959.960066978,164326856.360277,16626073.253777,9639267.08409278,906376.728354324,476925.686631336,361749.436756745,595986.471606236,74839834.6773995,5156813.16493613,4032876.36586224,649012.116130182,5576227.43678586,3925855.71782135,1855658.54861635,87704.4178139943,1203311.26791431,56174290.2631466,71285747.8240015,10040775.3895347,429471.891302465,561310.429362549,42932.2787728944,3686.62201756771,3171855.6675974,32604.216906134,14205944.417313,7373181.29852712,59450.0610562238
P91 (F462),CHD,68917.2091949685,1006860.00308538,704562.135997776,304378.676550825,376253.947570425,4064399.6953819,2281050.06091316,11366205.3349029,1778315.0771129,163158.140029707,360869.639569407,539392.412810427,228815.877456316,535191.292125102,8340003.53520649,935219.271538104,116234.607320888,277831.166781123,220270.721795144,40388700.4499691,314787.262721821,1575896.7221786,74617.7624410452,598641.677602147,205411379.800907,22795515.2609627,11012948.5983833,2395071.6627536,1581217.67096992,137693.489707802,480927.116617102,79557235.7704822,7586730.88705638,3946943.30416459,868506.397060166,6513681.18527396,5930700.07459315,6386842.4195735,114120.80206921,1225112.07377805,101859938.842232,87176311.5900207,27931574.274203,864808.022019556,1003167.64311268,642229.121430961,65104.4643885053,6968242.39439668,71062.3671699999,19835173.5220173,594064.54938959,149939.698852387
P92 (F463),CHD,9924.44171750741,12130.602231991,4316306.14480896,445751.490517643,391076.384132748,2572617.35905292,1328395.52230942,13021135.266778,872784.82666923,298427.034878548,319740.145432194,536713.450500191,159388.592713437,6051.63532448363,16286133.0370839,257568.930076988,53287.3505434207,231997.799657471,192126.922182239,27358658.7506766,310777.27646827,618067.528066851,68647.6288534716,1022773.3110239,154673664.152703,31034161.2021206,11181247.1006914,81029.9764444935,401200.733747092,561285.022494425,1120550.6147277,53119945.8048184,4028949.53402124,2243490.04377564,1045477.96525723,7713316.2638837,4913579.66314786,12085915.0538674,185387.506382755,3968322.38154816,116125458.702538,101612674.857814,75370542.3635563,791874.288612672,902603.604130848,5750.65293323404,15665.2289172487,6045477.4370941,118285.231393389,19336330.7040935,1103751.12914787,38828.2113033366
P93 (F464),CHD,13264.8437543484,26954.4656009693,333842.826454194,58682.2058550047,145868.052307465,5013.28348035936,1887570.9426277,4639720.70135645,268637.966984811,58293.4736440786,149821.832534355,240383.357628945,67158.9162665821,73676.6917628434,1780309.63494112,50262.8118903316,4489.29188912946,292098.093363512,48486.4769781519,17327347.1409246,2165.891983076,50339.6211333199,36885.1226068448,2317.42832339784,90380828.4519117,7966714.72099653,5084322.85146096,300054.415457079,321591.665608298,2795.21112125374,147802.463017528,38690893.9078986,2311374.2458108,2556262.69301064,249921.389058351,3488116.72349506,3364484.20132787,25966.2861633441,36110.4234081572,447545.57512553,34479837.3892886,58794119.2473845,4901623.76277757,45240.5677313188,340847.572604134,23716.4945745889,41014.4372413402,997426.059977643,2132.74725050967,9838888.4243616,6353974.84680634,5944.70743691532
P94_00 (F465),CHD,138696.92030047,1050418.92395444,370906.286641848,100881.745477792,292992.826364408,3222189.67110206,1927792.04128059,13426520.521828,252882.024888872,133650.282190172,251977.247318924,379070.416259263,137756.221849934,51503.9673467864,7567652.75141343,201693.465669885,79581.0710560733,684337.812949283,149744.66999555,33833280.9498339,187803.591040521,292329.915108468,124229.870174335,412983.57183001,142814470.679087,27404316.0753402,13449679.5443688,1099905.93120938,369668.094449016,151917.894816303,684080.501684745,68648980.6021996,5444521.27188402,2849420.92567392,795514.755335103,6687287.53842558,5740588.49480584,1049613.35454088,61262.7862363391,541900.910683375,64857155.2328205,72684125.2875561,5210033.77527385,56397.7037015724,601961.244811432,218046.791042,33185.4215643971,2013181.45513697,80160.3896292076,15211719.0744248,1375098.93260312,17736.5552727848
P95 (F467),CHD,307195.33005136,1355971.93924571,2260394.56974462,237317.553214449,469493.891865618,4476149.8854967,2120400.20187335,9899845.03566837,1190911.44291818,219927.047404595,243331.066707973,455875.87138689,177077.163177596,261659.770033339,8056493.28300196,255925.48402912,168381.634203567,199519.659210941,142556.521457053,24337653.8647835,262387.109459632,400648.49892356,74777.4950124181,529531.946790034,99146367.5935439,31871307.1258135,18163166.3251489,1307310.88494246,570150.67228663,544202.664127873,755422.713871086,65484067.5703298,7947150.93402786,2840842.58959948,948118.737104337,9235306.57537187,4153309.75075285,2707337.51876194,41804.4835083137,1350924.64147492,90866870.4882453,86203487.9310024,26157773.6336777,1806524.3276082,734807.346708933,312137.689901682,110226.144821233,9149175.86679227,52907.3446155691,15898163.5393865,757289.127070961,6943.49897530398
P96_00 (F468),CHD,181111.331168727,425139.639308999,169708.857892943,102824.670655368,296523.916367158,3254454.02270971,968506.339434123,4971558.11945403,1040851.25750717,296514.860330032,202387.338006396,370903.383860744,124923.469590816,289586.912481566,9916125.03525446,190956.315876938,90219.9735395864,306888.849055442,120493.938084682,20337647.016,272465.295951346,914068.118894754,187205.087137079,748281.025824086,87119900.0245434,23656335.6909089,13290310.8176519,387842.608997475,77970.036509966,425146.753291999,268436.065627183,76174786.377749,8099187.3496027,3765201.13151574,798314.526531199,8381895.10312569,3444540.58871416,9359999.92442288,74548.2280185228,3859204.78769887,102850502.82612,95494642.5933447,59468481.0978784,337951.74162992,539223.709806168,71681.8301189321,12717.2341904962,2120048.37453562,71529.0419497303,11334446.328627,1899878.98265248,42971.8390820616
P97_00 (F470),CHD,376809.975402812,1004445.7378165,326096.308159012,242217.455574966,395979.305105895,3049717.33274233,1359183.26720438,10632491.5351655,587937.942781577,273556.641293259,303030.836609567,540941.051781232,217072.578711382,143494.978364577,9098703.26768153,238349.307640828,194418.566727924,193170.032907712,167871.87924814,23001985.8344013,340085.775184648,64502.1673060442,101337.151612804,864088.865475338,154420190.782072,43449170.035177,17227853.5617442,872669.510858638,225688.245884086,328428.040602196,1129808.60805353,71969881.0867472,7068556.39820199,2655554.62735313,1056073.00371499,8479761.13988893,4224321.3433522,10028882.9381227,80735.8746522854,891833.179503097,111866923.074457,96255169.3748287,69096782.6845728,622661.925816328,955608.381963191,307481.590826468,3463.46916402318,6033025.78604531,170639.208726264,17455473.1628582,308829.507897621,56473.6811326936
